ID,country,designation,points,price,province,taster_name,title,variety,winery
892,US,Stone Tree Vineyard Intuition Reserve,90,58,Washington,Paul Gregutt,Bergevin Lane 2008 Stone Tree Vineyard Intuition Reserve Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Bergevin Lane
893,Australia,Heavy Metal,90,15,Australia Other,Joe Czerwinski,Hungerford Hill 2008 Heavy Metal Shiraz (South Eastern Australia),Shiraz,Hungerford Hill
894,Italy,Castello di MontepÌ_,90,29,Tuscany,,Jacopo Biondi-Santi 2008 Castello di MontepÌ_  (Morellino di Scansano),Sangiovese,Jacopo Biondi-Santi
895,Italy,Giuseppe Olivi Memento,90,45,Tuscany,,Le Buche 2006 Giuseppe Olivi Memento Red (Toscana),Red Blend,Le Buche
896,US,Signature Selection,90,70,California,Virginie Boone,Leonesse Cellars 2007 Signature Selection Syrah (Temecula Valley),Syrah,Leonesse Cellars
897,US,Dividend,90,39,Washington,Paul Gregutt,Market Vineyards 2008 Dividend Syrah (Columbia Valley (WA)),Syrah,Market Vineyards
898,Italy,,90,,Tuscany,,Marsiliana 2005 Red (Toscana),Red Blend,Marsiliana
899,Italy,Fonterutoli,90,28,Tuscany,,Mazzei 2009 Fonterutoli  (Chianti Classico),Sangiovese,Mazzei
900,Spain,CrianÌ¤a,90,48,Catalonia,Michael Schachner,Morlanda 2007 CrianÌ¤a Red (Priorat),Red Blend,Morlanda
901,Portugal,Reserva Branco,90,50,Douro,Roger Voss,Quinta do Vallado 2010 Reserva Branco White (Douro),Portuguese White,Quinta do Vallado
902,US,Reserve Bingham Vineyard,87,22,Texas,Alexander Peartree,Becker 2014 Reserve Bingham Vineyard Roussanne (Texas High Plains),Roussanne,Becker
903,Germany,,87,10,Nahe,Anna Lee C. Iijima,Bex 2014 Riesling (Nahe),Riesling,Bex
904,Italy,PajÌ¬,87,50,Piedmont,Kerin O‰ÛªKeefe,Boffa 2013 PajÌ¬  (Barbaresco),Nebbiolo,Boffa
905,US,Super Nero,87,30,Texas,Alexander Peartree,Brennan 2014 Super Nero Nero d'Avola (Texas),Nero d'Avola,Brennan
906,US,Reddy Vineyard,87,18,Texas,Alexander Peartree,Brennan 2015 Reddy Vineyard Roussanne (Texas High Plains),Roussanne,Brennan
907,Portugal,Bruto,87,30,Vinho Verde,Roger Voss,Casa de Vilacetinho 2013 Bruto Avesso (Vinho Verde),Avesso,Casa de Vilacetinho
908,Italy,,87,39,Piedmont,Kerin O‰ÛªKeefe,Cascina Bruciata 2013  Barbaresco,Nebbiolo,Cascina Bruciata
909,Italy,,87,35,Piedmont,Kerin O‰ÛªKeefe,Castello di Neive 2013  Barbaresco,Nebbiolo,Castello di Neive
910,Argentina,Grand Vin,87,30,Mendoza Province,Michael Schachner,Antucura 2011 Grand Vin Red (Vista Flores),Bordeaux-style Red Blend,Antucura
911,France,SamsÌ_ Seulle,87,23,France Other,Lauren Buzzeo,FrÌ©dÌ©ric Brouca 2013 SamsÌ_ Seulle Cinsault (Vin de France),Cinsault,FrÌ©dÌ©ric Brouca
912,US,Three Otters Pinot Noir,87,18,Oregon,Paul Gregutt,Fullerton 2015 Three Otters Pinot Noir RosÌ© (Willamette Valley),RosÌ©,Fullerton
913,,Asureti Valley,87,30,,Mike DeSimone,Gotsa Family Wines 2014 Asureti Valley Chinuri,Chinuri,Gotsa Family Wines
914,Argentina,Grand Reserve,87,20,Other,Michael Schachner,Graffigna 2012 Grand Reserve Malbec (San Juan),Malbec,Graffigna
915,US,AtraÌ¤Ì£o,87,25,Oregon,Paul Gregutt,Coelho 2014 AtraÌ¤Ì£o Pinot Noir (Willamette Valley),Pinot Noir,Coelho
916,US,RenovaÌ¤Ì£o Estate Vineyards,87,20,Oregon,Paul Gregutt,Coelho 2015 RenovaÌ¤Ì£o Estate Vineyards Pinot Gris (Willamette Valley),Pinot Gris,Coelho
917,Italy,Bussia,87,50,Piedmont,Kerin O‰ÛªKeefe,Deltetto 2012 Bussia  (Barolo),Nebbiolo,Deltetto
918,Italy,Ginestra,87,50,Piedmont,Kerin O‰ÛªKeefe,Diego Conterno 2012 Ginestra  (Barolo),Nebbiolo,Diego Conterno
919,Argentina,Reserve,87,15,Mendoza Province,Michael Schachner,Domaine Bousquet 2015 Reserve Pinot Gris (Tupungato),Pinot Gris,Domaine Bousquet
920,Australia,Breathing Space,87,,Australia Other,Joe Czerwinski,Evans & Tate 2015 Breathing Space Sauvignon Blanc (Australia),Sauvignon Blanc,Evans & Tate
921,Portugal,Conde Vimioso Colheita Seleccionada Branco,87,9,Tejo,Roger Voss,Falua 2015 Conde Vimioso Colheita Seleccionada Branco White (Tejo),Portuguese White,Falua
922,Argentina,Altosur,87,12,Mendoza Province,Michael Schachner,Finca Sophenia 2015 Altosur Sauvignon Blanc (Tupungato),Sauvignon Blanc,Finca Sophenia
923,Portugal,,87,14,Tejo,Roger Voss,Fiuza 2015 Red (Tejo),Tinta MiÌ¼da,Fiuza
924,Australia,,87,18,South Australia,Joe Czerwinski,Sidewood 2014 Sauvignon Blanc (Adelaide Hills),Sauvignon Blanc,Sidewood
925,US,Vin Doux Naturel,87,20,California,Jim Gordon,Terre Rouge 2013 Vin Doux Naturel Muscat Blanc ÌÊ Petits Grains (Shenandoah Valley (CA)),Muscat Blanc ÌÊ Petits Grains,Terre Rouge
926,Argentina,Roll Fermentor,87,175,Mendoza Province,Michael Schachner,Antonio Mas 2011 Roll Fermentor Malbec (Tupungato),Malbec,Antonio Mas
927,Portugal,Casal Garcia RosÌ©,87,12,Vinho Verde,Roger Voss,Aveleda NV Casal Garcia RosÌ© Sparkling (Vinho Verde),Portuguese Sparkling,Aveleda
928,Italy,,87,60,Piedmont,Kerin O‰ÛªKeefe,Battaglio 2013  Barbaresco,Nebbiolo,Battaglio
929,US,Estate,87,20,California,Jim Gordon,Bella Grace 2013 Estate Zinfandel (Amador County),Zinfandel,Bella Grace
930,Argentina,Alberti 154,87,15,Mendoza Province,Michael Schachner,Bodega Calle 2014 Alberti 154 Malbec (Mendoza),Malbec,Bodega Calle
931,Italy,,87,35,Piedmont,Kerin O‰ÛªKeefe,Borgogno F.lli Serio e Battista 2012  Barolo,Nebbiolo,Borgogno F.lli Serio e Battista
932,France,Tradition,87,14,Bordeaux,Roger Voss,ChÌ¢teau les Petits Arnauds 2014 Tradition  (Blaye CÌ«tes de Bordeaux),Bordeaux-style Red Blend,ChÌ¢teau les Petits Arnauds
933,France,,87,16,Bordeaux,Roger Voss,ChÌ¢teau Mougneaux 2014  Bordeaux SupÌ©rieur,Bordeaux-style Red Blend,ChÌ¢teau Mougneaux
934,France,Vieilles Vignes,87,15,Bordeaux,Roger Voss,ChÌ¢teau Saintongey 2014 Vieilles Vignes  (Bordeaux),Bordeaux-style Red Blend,ChÌ¢teau Saintongey
935,France,Vieilles Vignes,87,14,Bordeaux,Roger Voss,ChÌ¢teau SÌ©gonzac 2014 Vieilles Vignes  (Blaye CÌ«tes de Bordeaux),Bordeaux-style Red Blend,ChÌ¢teau SÌ©gonzac
936,US,Ian's Reserve,87,40,Oregon,Paul Gregutt,Chehalem 2013 Ian's Reserve Chardonnay (Willamette Valley),Chardonnay,Chehalem
937,US,Stoller Vineyards,87,29,Oregon,Paul Gregutt,Chehalem 2015 Stoller Vineyards Pinot Blanc (Dundee Hills),Pinot Blanc,Chehalem
938,Spain,II Crianza,87,15,Northern Spain,Michael Schachner,Covila 2013 II Crianza  (Rioja),Tempranillo,Covila
939,US,Melange d'Amis Reserve,87,55,California,Jim Gordon,Cuda Ridge Wines 2013 Melange d'Amis Reserve Red (Livermore Valley),Bordeaux-style Red Blend,Cuda Ridge Wines
940,France,Grande RÌ©serve Premier Cru Brut,87,38,Champagne,Roger Voss,DumÌ©nil NV Grande RÌ©serve Premier Cru Brut  (Champagne),Champagne Blend,DumÌ©nil
941,Spain,Goru Verde,87,15,Levante,Michael Schachner,Ego Bodegas 2014 Goru Verde Monastrell (Jumilla),Monastrell,Ego Bodegas
942,US,,87,34,California,Virginie Boone,Ektimo Vineyards 2014 Pinot Noir (Russian River Valley),Pinot Noir,Ektimo Vineyards
943,Spain,Crianza,87,18,Northern Spain,Michael Schachner,Finca del Marquesado 2013 Crianza  (Rioja),Tempranillo Blend,Finca del Marquesado
944,US,Estate,87,27,Oregon,Paul Gregutt,Folin Cellars 2015 Estate Viognier (Rogue Valley),Viognier,Folin Cellars
945,US,Director's,87,17,California,Virginie Boone,Francis Coppola 2014 Director's Chardonnay (Sonoma County),Chardonnay,Francis Coppola
946,US,Reserve Winston Hill Vineyard,87,65,California,Virginie Boone,Frank Family 2013 Reserve Winston Hill Vineyard Sangiovese (Rutherford),Sangiovese,Frank Family
947,Portugal,Evel Tinto,87,13,Douro,Roger Voss,Real Companhia Velha 2014 Evel Tinto Red (Douro),Portuguese Red,Real Companhia Velha
948,Portugal,Santos da Casa Tinto,87,15,Alentejano,Roger Voss,Santos & Seixo 2014 Santos da Casa Tinto Red (Alentejano),Portuguese Red,Santos & Seixo
949,Italy,,87,23,Piedmont,Kerin O‰ÛªKeefe,Travaglini 2014 Nebbiolo (Coste della Sesia),Nebbiolo,Travaglini
950,US,,87,40,California,Virginie Boone,Vine Cliff 2014 Chardonnay (Los Carneros),Chardonnay,Vine Cliff
951,US,Rennie Vineyard Organic Grapes,87,32,California,Jim Gordon,Yorkville Cellars 2013 Rennie Vineyard Organic Grapes Petit Verdot (Yorkville Highlands),Petit Verdot,Yorkville Cellars
952,Spain,XIC,87,16,Catalonia,Michael Schachner,AgustÌ_ TorellÌ_ Mata 2015 XIC Xarel-lo (PenedÌ¬s),Xarel-lo,AgustÌ_ TorellÌ_ Mata
953,US,i,87,38,Oregon,Paul Gregutt,Amalie Robert 2012 i Pinot Noir (Willamette Valley),Pinot Noir,Amalie Robert
954,US,Reserve Bottling,87,15,California,Jim Gordon,Archgate Cellars 2014 Reserve Bottling Cabernet Sauvignon (Lodi),Cabernet Sauvignon,Archgate Cellars
955,Italy,Nirvasco,87,50,Piedmont,Kerin O‰ÛªKeefe,Bersano 2012 Nirvasco  (Barolo),Nebbiolo,Bersano
956,Italy,Anni Venti Metodo Classico,87,30,Southern Italy,Kerin O‰ÛªKeefe,Cantine di Marzo NV Anni Venti Metodo Classico  (Greco di Tufo),Greco,Cantine di Marzo
957,US,Ritchie Vineyard,87,24,California,Virginie Boone,Carica 2015 Ritchie Vineyard Sauvignon Blanc (Russian River Valley),Sauvignon Blanc,Carica
958,Spain,Wine Wings Garnacha,87,18,Northern Spain,Michael Schachner,Ignacio MarÌ_n 2015 Wine Wings Garnacha RosÌ© (CariÌ±ena),RosÌ©,Ignacio MarÌ_n
959,France,Brut MosaÌøque,87,40,Champagne,Roger Voss,Jacquart NV Brut MosaÌøque  (Champagne),Champagne Blend,Jacquart
960,France,,87,18,Bordeaux,Roger Voss,ChÌ¢teau Cap Saint-Martin 2014  Blaye CÌ«tes de Bordeaux,Bordeaux-style Red Blend,ChÌ¢teau Cap Saint-Martin
961,France,,87,20,Bordeaux,Roger Voss,ChÌ¢teau de Bel 2014  Bordeaux SupÌ©rieur,Bordeaux-style Red Blend,ChÌ¢teau de Bel
962,France,Demoiselle TÌ»te de CuvÌ©e Brut,85,40,Champagne,Roger Voss,Vranken NV Demoiselle TÌ»te de CuvÌ©e Brut  (Champagne),Champagne Blend,Vranken
963,France,,85,11,Bordeaux,Roger Voss,ChÌ¢teau Pavillon de Boyrein 2006  Graves,Bordeaux-style Red Blend,ChÌ¢teau Pavillon de Boyrein
964,Italy,Argillaia,85,17,Lombardy,,Fabiano 2006 Argillaia  (Lugana),Trebbiano,Fabiano
965,Italy,Vecchie Vigne,85,48,Southern Italy,,Vinosia 2006 Vecchie Vigne  (Primitivo di Manduria),Primitivo,Vinosia
966,New Zealand,,85,9,Marlborough,Joe Czerwinski,Kono 2008 Sauvignon Blanc (Marlborough),Sauvignon Blanc,Kono
967,Chile,Selected Terroir,85,10,Casablanca Valley,Michael Schachner,Santa Ema 2008 Selected Terroir Chardonnay (Casablanca Valley),Chardonnay,Santa Ema
968,Italy,Chiaretto,85,,Veneto,,Tommasi 2006 Chiaretto  (Bardolino Classico),RosÌ©,Tommasi
969,Chile,Pionero,85,9,Maipo Valley,Michael Schachner,MorandÌ© 2008 Pionero CarmenÌ¬re (Maipo Valley),CarmenÌ¬re,MorandÌ©
970,US,,85,19,California,,One Hope 2006 Cabernet Sauvignon (California),Cabernet Sauvignon,One Hope
971,France,Pop RosÌ© Extra Dry,85,15,Champagne,Roger Voss,Pommery NV Pop RosÌ© Extra Dry  (Champagne),Champagne Blend,Pommery
972,US,,85,23,California,,Saddleback 2008 Viognier (Clarksburg),Viognier,Saddleback
973,US,Alexander School Reserve Big Barrel,85,35,California,,Alexander Valley Vineyards 2006 Alexander School Reserve Big Barrel Syrah (Alexander Valley),Syrah,Alexander Valley Vineyards
974,US,Rough House Red,85,30,Washington,Paul Gregutt,Covington 2006 Rough House Red Red (Walla Walla Valley (WA)),Red Blend,Covington
975,Italy,P,85,12,Sicily & Sardinia,,Feudo Montoni 2008 P Pinot Noir (Sicilia),Pinot Noir,Feudo Montoni
976,US,Summation Vintner's Reserve,85,17,California,,Kendall-Jackson 2008 Summation Vintner's Reserve White (California),White Blend,Kendall-Jackson
977,US,Estate Grown,85,16,California,,Ledgewood Creek 2007 Estate Grown Viognier (Suisun Valley),Viognier,Ledgewood Creek
978,US,White X,85,15,California,,X 2008 White X White (North Coast),White Blend,X
979,France,Sauvignon,85,10,Bordeaux,Roger Voss,ChÌ¢teau Lamothe-Vincent 2008 Sauvignon  (Bordeaux Blanc),Sauvignon Blanc,ChÌ¢teau Lamothe-Vincent
980,Italy,Capitel della Crosara,85,41,Veneto,,Montresor 2003 Capitel della Crosara  (Amarone della Valpolicella Classico),"Corvina, Rondinella, Molinara",Montresor
981,France,Premius Bordeaux Sauvignon,85,10,Bordeaux,Roger Voss,Yvon Mau 2007 Premius Bordeaux Sauvignon  (Bordeaux Blanc),Sauvignon Blanc,Yvon Mau
982,Italy,Col di Luna,85,16,Veneto,,Bellenda 2005 Col di Luna Cabernet Sauvignon (Piave),Cabernet Sauvignon,Bellenda
983,US,,85,25,California,,Breggo 2008 GewÌ_rztraminer (Anderson Valley),GewÌ_rztraminer,Breggo
984,Romania,Rosso di Valachia,85,12,Dealu Mare,Susan Kostrzewa,Byzantium 2005 Rosso di Valachia Red (Dealu Mare),Red Blend,Byzantium
985,Argentina,Reserve Las Barrancas Vineyards,88,20,Mendoza Province,Michael Schachner,Pascual Toso 2007 Reserve Las Barrancas Vineyards Cabernet Sauvignon (Mendoza),Cabernet Sauvignon,Pascual Toso
986,Portugal,Late Bottled Vintage,88,,Port,Roger Voss,Quinta de la Rosa 2004 Late Bottled Vintage  (Port),Port,Quinta de la Rosa
987,Australia,,88,25,South Australia,,Sieber Rd 2007 Viognier (Barossa Valley),Viognier,Sieber Rd
988,US,,88,20,Oregon,Paul Gregutt,Lachini 2007 Pinot Gris (Oregon),Pinot Gris,Lachini
989,Spain,,88,53,Northern Spain,Michael Schachner,Mauro 2005 Red (Vino de la Tierra de Castilla y LeÌ_n),Tempranillo Blend,Mauro
990,US,,88,12,California,,Dancing Bull 2007 Sauvignon Blanc (California),Sauvignon Blanc,Dancing Bull
991,France,Les Mirlandes,88,,Southwest France,Roger Voss,Domaine de Mirail 2005 Les Mirlandes Red (Vin de Pays des CÌ«tes de Gascogne),Bordeaux-style Red Blend,Domaine de Mirail
992,France,Grande Tradition,88,14,Southwest France,Roger Voss,Domaine des Terrisses 2006 Grande Tradition Red (Gaillac),Red Blend,Domaine des Terrisses
993,France,,88,12,Southwest France,Roger Voss,Domaine du Tariquet 2007 Chenin Blanc-Chardonnay (Vin de Pays des CÌ«tes de Gascogne),Chenin Blanc-Chardonnay,Domaine du Tariquet
994,France,Les Belles Vignes,88,22,Loire Valley,Roger Voss,Fournier PÌ¬re et Fils 2006 Les Belles Vignes  (Sancerre),Sauvignon Blanc,Fournier PÌ¬re et Fils
995,Italy,EdÌ¬lmio,88,26,Sicily & Sardinia,,Benanti 2006 EdÌ¬lmio White (Sicilia),White Blend,Benanti
996,Italy,Terre di Giumara,88,14,Sicily & Sardinia,,Caruso & Minini 2006 Terre di Giumara Syrah (Sicilia),Syrah,Caruso & Minini
997,Australia,Patchwork,88,18,South Australia,Joe Czerwinski,Yalumba 2006 Patchwork Shiraz (Barossa),Shiraz,Yalumba
998,US,,88,18,Oregon,Paul Gregutt,The Four Graces 2007 Pinot Gris (Dundee Hills),Pinot Gris,The Four Graces
999,US,,88,17,Oregon,Paul Gregutt,Amity 2006 Riesling (Willamette Valley),Riesling,Amity
1000,US,,88,24,Oregon,Paul Gregutt,Arcane Cellars 2006 Cabernet Sauvignon (Rogue Valley),Cabernet Sauvignon,Arcane Cellars
